variant_id,approval_rate_text,approval_rate_image,n
T5_arial_all_caps,0.38333333333333336,0.4444444444444444,360
T2_times_bold,0.38333333333333336,0.42777777777777776,360
T4_arial_bold,0.38333333333333336,0.4,360
T3_arial_regular,0.38333333333333336,0.4,360
T1_times_regular,0.38333333333333336,0.3972222222222222,360
T8_small_text,0.38333333333333336,0.39444444444444443,360
T6_monospace,0.38333333333333336,0.39444444444444443,360
A1_opendyslexic_regular,0.38333333333333336,0.35,360
T7_comic,0.38333333333333336,0.33611111111111114,360
